name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,mileage_value,mileage_unit,engine_cc,power_bhp
mg hector sharp at bsiv,2019,1750000,19000,petrol,dealer,automatic,first owner,13.96 kmpl,1451 CC,141 bhp,250Nm@ 1600-3600rpm,5.0,13.96,kmpl,1451.0,141.0
honda city i-vtec cvt vx,2017,795000,41000,petrol,dealer,automatic,first owner,18.0 kmpl,1497 CC,117.6 bhp,145Nm@ 4600rpm,5.0,18.0,kmpl,1497.0,117.6
toyota corolla altis 1.8 g cvt,2013,625000,39000,petrol,dealer,automatic,first owner,14.28 kmpl,1798 CC,138.03 bhp,173Nm@ 4000rpm,5.0,14.28,kmpl,1798.0,138.03
volvo xc40 d4 r-design,2018,3400000,22000,diesel,dealer,automatic,first owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5.0,18.0,kmpl,1969.0,190.0
audi q7 35 tdi quattro premium,2015,2650000,53000,diesel,dealer,automatic,first owner,12.07 kmpl,2967 CC,241.4 bhp,550Nm@ 1750-2750rpm,7.0,12.07,kmpl,2967.0,241.4
maruti ciaz zdi,2015,535000,40000,diesel,dealer,manual,first owner,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,26.21,kmpl,1248.0,88.5
mercedes-benz s-class s 350 cdi,2017,5850000,47000,diesel,dealer,automatic,first owner,13.5 kmpl,2987 CC,282 bhp,490Nm@ 1600rpm,5.0,13.5,kmpl,2987.0,282.0
bmw 5 series 523i,2010,975000,72200,petrol,dealer,automatic,second owner,10.8 kmpl,2497 CC,150 bhp,250 Nm at 2750 rpm,5.0,10.8,kmpl,2497.0,150.0
hyundai elantra s,2016,805000,49900,petrol,dealer,manual,first owner,16.3 kmpl,1797 CC,147.5 bhp,177.5Nm@ 4700rpm,5.0,16.3,kmpl,1797.0,147.5
jaguar xe 2016-2019 2.0l diesel prestige,2017,2625000,9000,diesel,dealer,automatic,first owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0,13.6,kmpl,1999.0,177.0
tata nexon 1.2 revotron xz plus dual tone,2018,811000,11000,petrol,dealer,manual,first owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5.0,17.0,kmpl,1198.0,108.5
volkswagen vento petrol highline,2011,375000,49000,petrol,individual,manual,first owner,15.04 kmpl,1598 CC,103.6 bhp,153Nm@ 3800rpm,5.0,15.04,kmpl,1598.0,103.6
hyundai elantra sx,2012,550000,95000,petrol,individual,manual,first owner,16.3 kmpl,1797 CC,147.5 bhp,177.5Nm@ 4700rpm,5.0,16.3,kmpl,1797.0,147.5
skoda rapid 1.6 mpi at elegance,2016,645000,11000,petrol,dealer,automatic,first owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5.0,14.3,kmpl,1598.0,103.5
mercedes-benz cla 200 cgi sport,2018,2550000,18000,petrol,dealer,automatic,first owner,15.04 kmpl,1991 CC,183 bhp,300Nm@ 1200-4000rpm,5.0,15.04,kmpl,1991.0,183.0
maruti ertiga zxi,2014,599000,46100,petrol,dealer,manual,first owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7.0,16.02,kmpl,1373.0,93.7
mercedes-benz new c-class c 200 avantgarde,2017,2700000,16000,petrol,dealer,automatic,first owner,14.74 kmpl,1991 CC,181.04 bhp,300Nm@ 1200-1400rpm,5.0,14.74,kmpl,1991.0,181.04
honda city v at,2017,875000,18000,petrol,dealer,automatic,first owner,15.6 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5.0,15.6,kmpl,1497.0,116.3
toyota glanza v cvt,2019,894999,9654,petrol,dealer,automatic,first owner,19.56 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,19.56,kmpl,1197.0,81.8
maruti alto k10 vxi,2011,175000,11000,petrol,dealer,manual,first owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,23.95,kmpl,998.0,67.05
maruti swift vxi,2012,340000,24300,petrol,dealer,manual,first owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,21.21,kmpl,1197.0,81.8
toyota innova crysta 2.8 zx at bsiv,2016,1525000,42163,diesel,dealer,automatic,second owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7.0,11.36,kmpl,2755.0,171.5
tata nexon 1.5 revotorq xza plus dualtone,2018,1025000,8000,diesel,dealer,automatic,first owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5.0,21.5,kmpl,1497.0,108.5
bmw 3 series 320d luxury line,2016,2150000,30000,diesel,dealer,automatic,first owner,22.69 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0,22.69,kmpl,1995.0,190.0
toyota camry 2.5 hybrid,2016,1900000,41000,petrol,dealer,automatic,first owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5.0,19.16,kmpl,2494.0,157.7
bmw 5 series 520d luxury line,2016,2900000,12000,diesel,dealer,automatic,first owner,18.12 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0,18.12,kmpl,1995.0,190.0
toyota camry w4 (at),2009,450000,71000,petrol,dealer,automatic,first owner,12.1 kmpl,2362 CC,164.7 bhp,224Nm@ 4000rpm,5.0,12.1,kmpl,2362.0,164.7
maruti ertiga bsiv zxi plus,2016,850000,20000,petrol,individual,manual,first owner,17.5 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,7.0,17.5,kmpl,1373.0,91.1
volvo xc90 t8 excellence bsiv,2017,10000000,30000,petrol,individual,automatic,first owner,42.0 kmpl,1969 CC,400 bhp,640Nm@ 1740rpm,4.0,42.0,kmpl,1969.0,400.0
volkswagen vento diesel highline,2011,300000,100000,diesel,individual,manual,second owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,20.54,kmpl,1598.0,103.6
ford figo aspire 1.2 ti-vct trend,2018,575000,9500,petrol,individual,manual,first owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5.0,18.16,kmpl,1196.0,86.8
ford figo diesel lxi,2011,160000,120000,diesel,individual,manual,first owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,20.0,kmpl,1399.0,68.0
maruti swift vxi optional,2015,515000,36600,petrol,individual,manual,first owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,20.4,kmpl,1197.0,81.8
maruti wagon r amt vxi,2015,390000,50000,petrol,individual,automatic,second owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5.0,20.51,kmpl,998.0,67.0
hyundai i20 magna 1.2,2016,550000,14000,petrol,individual,manual,second owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,18.6,kmpl,1197.0,81.83
maruti 800 std,1999,40000,40000,petrol,individual,manual,second owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,16.1,kmpl,796.0,37.0
maruti ritz vdi,2010,220000,120000,diesel,individual,manual,first owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5.0,21.1,kmpl,1248.0,73.9
hyundai grand i10 magna,2015,425000,70000,petrol,individual,manual,first owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,18.9,kmpl,1197.0,82.0
volkswagen ameo 1.0 mpi trendline,2019,480000,13000,petrol,individual,manual,first owner,19.44 kmpl,999 CC,75 bhp,95Nm@ 3000-4300rpm,5.0,19.44,kmpl,999.0,75.0
hyundai grand i10 sportz,2014,400000,60000,petrol,individual,manual,second owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,18.9,kmpl,1197.0,82.0
maruti swift dzire vxi,2014,487000,35000,petrol,individual,manual,first owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,19.1,kmpl,1197.0,85.8
hyundai xcent 1.2 kappa s,2016,386000,44000,petrol,individual,manual,second owner,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,19.1,kmpl,1197.0,82.0
honda city 1.5 exi,2005,100000,120000,petrol,individual,manual,second owner,13.0 kmpl,1493 CC,100 bhp,13.1kgm@ 4600rpm,5.0,13.0,kmpl,1493.0,100.0
toyota corolla altis diesel d4dg,2010,300000,60000,diesel,individual,manual,first owner,21.43 kmpl,1364 CC,87.2 bhp,205Nm@ 1800-2800rpm,5.0,21.43,kmpl,1364.0,87.2
daewoo matiz sd,2000,100000,60000,petrol,individual,manual,first owner,18.5 kmpl,796 CC,53 bhp,71Nm@ 3500rpm,5.0,18.5,kmpl,796.0,53.0
toyota fortuner 4x2 manual,2014,1750000,30000,diesel,individual,manual,second owner,13.0 kmpl,2982 CC,168.5 bhp,343Nm@ 1400-3400rpm,7.0,13.0,kmpl,2982.0,168.5
mahindra kuv 100 mfalcon g80 k8,2016,450000,15000,petrol,individual,manual,second owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6.0,18.15,kmpl,1198.0,82.0
tata zest quadrajet 1.3 75ps xm,2017,490000,90000,diesel,individual,manual,first owner,22.95 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0,22.95,kmpl,1248.0,74.0
honda city 1.5 s mt,2009,345000,47000,petrol,individual,manual,second owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5.0,17.0,kmpl,1497.0,118.0
maruti zen lxi,2005,85000,90000,petrol,individual,manual,first owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5.0,17.3,kmpl,993.0,60.0
maruti wagon r vxi bs iv with abs,2010,215000,120600,petrol,individual,manual,second owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,18.9,kmpl,998.0,67.1
hyundai verna transform sx vtvt,2010,320000,100000,petrol,individual,manual,third owner,16.2 kmpl,1599 CC,103.2 bhp,14.9 KGM at 3000 RPM,5.0,16.2,kmpl,1599.0,103.2
maruti swift dzire vxi,2016,459999,60000,petrol,individual,manual,second owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0,20.85,kmpl,1197.0,83.14
hyundai getz gls,2005,65000,86000,petrol,individual,manual,first owner,15.3 kmpl,1341 CC,83 bhp,115Nm@ 3200rpm,5.0,15.3,kmpl,1341.0,83.0
hyundai elite i20 sportz plus bsiv,2020,720000,5000,petrol,individual,manual,first owner,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5.0,18.6,kmpl,1197.0,81.86
maruti ciaz 1.3 alpha,2017,800000,37000,diesel,individual,manual,first owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,28.09,kmpl,1248.0,88.5
tata tigor 1.2 revotron xz,2019,520000,14000,petrol,individual,manual,first owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,20.3,kmpl,1199.0,84.0
maruti ertiga vdi,2015,580000,70000,diesel,individual,manual,first owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,20.77,kmpl,1248.0,88.76
toyota etios gd,2012,235000,120000,diesel,individual,manual,first owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
honda city i vtec s,2015,600000,50000,petrol,individual,manual,first owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0,17.4,kmpl,1497.0,117.3
honda brio s mt,2014,290000,60000,petrol,individual,manual,second owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0,19.4,kmpl,1198.0,86.8
maruti wagon r lxi cng,2016,360000,50000,cng,individual,manual,first owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5.0,26.6,km/kg,998.0,58.16
maruti swift dzire vxi,2017,550000,50000,petrol,individual,manual,first owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0,20.85,kmpl,1197.0,83.14
hyundai i20 sportz 1.2,2013,375000,70000,petrol,individual,manual,first owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5.0,18.5,kmpl,1197.0,82.85
maruti omni e 8 str std,2003,40000,90000,petrol,individual,manual,second owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
maruti wagon r amt vxi,2018,420000,35000,petrol,individual,automatic,first owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5.0,20.51,kmpl,998.0,67.0
maruti swift dzire vxi 1.2,2017,550000,20000,petrol,individual,manual,first owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,21.21,kmpl,1197.0,81.8
maruti alto 800 lxi,2018,270000,20000,petrol,individual,manual,first owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,24.7,kmpl,796.0,47.3
maruti swift dzire amt vxi bs iv,2018,700000,7800,petrol,individual,automatic,first owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,22.0,kmpl,1197.0,81.8
maruti swift vxi optional,2017,500000,20000,petrol,individual,manual,first owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,20.4,kmpl,1197.0,81.8
tata hexa xe,2019,1250000,15000,diesel,individual,manual,first owner,17.6 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0,17.6,kmpl,2179.0,147.94
hyundai i20 magna,2013,320000,31377,petrol,individual,manual,second owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5.0,18.5,kmpl,1197.0,82.85
maruti swift dzire vdi,2018,700000,50000,diesel,individual,manual,first owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,28.4,kmpl,1248.0,74.02
maruti wagon r vxi bs iv,2015,290000,60000,petrol,individual,manual,first owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,20.51,kmpl,998.0,67.04
toyota corolla altis 1.8 vl at,2012,550000,100000,petrol,individual,automatic,first owner,14.53 kmpl,1794 CC,138.1 bhp,173Nm@ 4000rpm,5.0,14.53,kmpl,1794.0,138.1
honda brio s mt,2012,265000,60000,petrol,individual,manual,first owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0,19.4,kmpl,1198.0,86.8
maruti baleno alpha automatic,2018,830000,5000,petrol,individual,automatic,first owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,21.4,kmpl,1197.0,83.1
tata safari storme ex,2017,800000,60000,diesel,individual,manual,first owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0,14.1,kmpl,2179.0,147.94
maruti alto lxi,2011,160000,25000,petrol,individual,manual,second owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,kmpl,796.0,46.3
renault kwid rxt,2018,335000,30000,petrol,individual,manual,first owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,25.17,kmpl,799.0,53.3
datsun go t bsiv,2017,329000,80000,petrol,individual,manual,second owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,5.0,20.63,kmpl,1198.0,67.0
maruti vitara brezza vdi option,2017,775000,75000,diesel,individual,manual,first owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,24.3,kmpl,1248.0,88.5
hyundai xcent 1.2 vtvt sx,2020,524000,32000,petrol,individual,manual,first owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,20.14,kmpl,1197.0,81.86
maruti alto 800 lxi,2015,245000,40000,petrol,individual,manual,first owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,22.74,kmpl,796.0,47.3
hyundai i20 1.2 sportz,2012,275000,93000,petrol,individual,manual,second owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,17.0,kmpl,1197.0,80.0
tata zest revotron 1.2 xt,2018,520000,60000,petrol,individual,manual,first owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0,17.57,kmpl,1193.0,88.7
maruti swift 1.3 vxi,2008,130000,120000,petrol,individual,manual,second owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
nissan sunny xl,2014,550000,37000,petrol,individual,manual,first owner,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm,5.0,16.95,kmpl,1498.0,97.7
ford ecosport 1.5 petrol titanium plus bsiv,2018,910000,15000,petrol,individual,manual,first owner,17.0 kmpl,1497 CC,121.36 bhp,150Nm@ 4500rpm,5.0,17.0,kmpl,1497.0,121.36
nissan micra active xv s,2015,300000,80000,petrol,individual,manual,first owner,19.49 kmpl,1198 CC,67.04 bhp,104Nm@ 4000rpm,5.0,19.49,kmpl,1198.0,67.04
maruti wagon r lxi optional,2016,350000,140000,petrol,individual,manual,first owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,20.51,kmpl,998.0,67.04
mahindra ssangyong rexton rx5,2013,900000,70000,diesel,individual,manual,first owner,12.83 kmpl,2696 CC,162 bhp,340Nm@ 1800-3250rpm,7.0,12.83,kmpl,2696.0,162.0
mahindra quanto c8,2013,300000,120000,diesel,individual,manual,second owner,17.21 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0,17.21,kmpl,1493.0,100.0
maruti ritz ldi,2010,250000,110000,diesel,individual,manual,second owner,21.1 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,21.1,kmpl,1248.0,73.9
hyundai creta 1.6 crdi sx plus dual tone,2017,1100000,37000,diesel,individual,manual,first owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,19.67,kmpl,1582.0,126.2
renault kwid rxt,2016,270000,44000,petrol,individual,manual,first owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,25.17,kmpl,799.0,53.3
maruti ertiga vdi,2015,640000,80000,diesel,individual,manual,first owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,20.77,kmpl,1248.0,88.76
mahindra xuv500 w4,2015,650000,125000,diesel,individual,manual,first owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,15.1,kmpl,2179.0,140.0
maruti eeco 5 seater ac bsiv,2017,409999,13500,petrol,individual,manual,first owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5.0,15.37,kmpl,1196.0,73.0
hyundai santro xing gls,2011,165000,75000,petrol,individual,manual,first owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0,17.92,kmpl,1086.0,62.1
hyundai accent gle,2007,80000,120000,petrol,individual,manual,second owner,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5.0,13.2,kmpl,1495.0,94.0
mahindra xuv500 w8 2wd,2012,535000,120000,diesel,individual,manual,first owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,15.1,kmpl,2179.0,140.0
toyota innova 2.5 ev (diesel) ps 7 seater bs iv,2013,700000,70000,diesel,individual,manual,first owner,12.99 kmpl,2494 CC,100.57 bhp,200Nm@ 1400-3400rpm,7.0,12.99,kmpl,2494.0,100.57
maruti swift dzire vdi,2013,550000,70000,diesel,individual,manual,first owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,23.4,kmpl,1248.0,74.0
honda amaze s cvt petrol bsiv,2019,680000,15000,petrol,individual,automatic,first owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5.0,19.0,kmpl,1199.0,88.76
hyundai i10 sportz 1.2,2009,200000,53000,petrol,individual,manual,second owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,20.36,kmpl,1197.0,78.9
maruti swift dzire vdi,2014,500000,120000,diesel,individual,manual,second owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,23.4,kmpl,1248.0,74.0
maruti ertiga shvs zdi plus,2016,1000000,70000,diesel,individual,manual,first owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0,24.52,kmpl,1248.0,88.5
hyundai getz 1.3 gvs,2008,110000,120000,petrol,individual,manual,second owner,14.2 kmpl,1341 CC,82.9 bhp,"11.8@ 3,200(kgm@ rpm)",5.0,14.2,kmpl,1341.0,82.9
hyundai i20 1.2 magna,2012,320000,100000,petrol,individual,manual,second owner,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,18.5,kmpl,1197.0,80.0
tata indica dls,2005,75000,110000,diesel,individual,manual,second owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
maruti swift lxi optional-o,2015,350000,100000,petrol,individual,manual,first owner,20.4 kmpl,1197 CC,83.11 bhp,113Nm@ 4200rpm,5.0,20.4,kmpl,1197.0,83.11
tata indica vista tdi ls,2013,170000,162500,diesel,individual,manual,first owner,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5.0,19.4,kmpl,1405.0,70.0
hyundai i20 2015-2017 asta 1.4 crdi,2017,800000,39000,diesel,individual,manual,first owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,22.54,kmpl,1396.0,88.73
maruti ignis 1.3 alpha,2017,500000,75000,diesel,individual,manual,first owner,26.8 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,26.8,kmpl,1248.0,74.0
tata hexa xta,2017,1380000,50000,diesel,individual,automatic,first owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7.0,17.6,kmpl,2179.0,153.86
mahindra marazzo m6 8str,2019,1300000,40000,diesel,individual,manual,first owner,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm,8.0,17.3,kmpl,1497.0,121.0
hyundai verna 1.6 crdi,2013,530000,92500,diesel,individual,manual,first owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5.0,22.32,kmpl,1582.0,126.3
maruti swift dzire vdi,2012,360000,158000,diesel,individual,manual,first owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,23.4,kmpl,1248.0,74.0
maruti swift dzire ldi,2012,310000,120000,diesel,individual,manual,first owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,73.9
honda city i dtec v,2015,725000,50000,diesel,individual,manual,second owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,26.0,kmpl,1498.0,98.6
maruti swift dzire zdi,2012,340000,110000,diesel,individual,manual,first owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,73.9
hyundai xcent 1.2 crdi e,2017,550000,2000,diesel,individual,manual,second owner,25.4 kmpl,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm,5.0,25.4,kmpl,1186.0,73.97
toyota fortuner 3.0 diesel,2011,1150000,181000,diesel,individual,manual,second owner,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm,7.0,11.5,kmpl,2982.0,171.0
tata tiago 1.05 revotorq xz,2016,380000,70000,diesel,individual,manual,first owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,27.28,kmpl,1047.0,69.0
nissan sunny xl at special edition,2013,350000,90000,petrol,individual,automatic,second owner,17.97 kmpl,1498 CC,99.6 bhp,134Nm@ 4000rpm,5.0,17.97,kmpl,1498.0,99.6
hyundai elite i20 magna plus bsiv,2019,610000,2000,petrol,individual,manual,first owner,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5.0,18.6,kmpl,1197.0,81.86
maruti swift dzire vxi,2015,525000,20000,petrol,individual,manual,first owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0,20.85,kmpl,1197.0,83.14
toyota innova 2.5 gx 7 str,2011,480000,120000,diesel,individual,manual,first owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7.0,12.8,kmpl,2494.0,102.0
mahindra thar crde,2017,780000,35000,diesel,individual,manual,first owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6.0,16.55,kmpl,2498.0,105.0
maruti swift dzire zdi,2012,320000,193000,diesel,individual,manual,first owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,73.9
maruti swift 1.2 dlx (only delhi),2014,375000,80000,petrol,individual,manual,first owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,20.4,kmpl,1197.0,81.8
datsun go d petrol,2019,300000,40000,petrol,individual,manual,first owner,19.02 kmpl,1198 CC,67.05 bhp,104Nm@ 4000rpm,5.0,19.02,kmpl,1198.0,67.05
hyundai i20 asta 1.4 crdi,2015,500000,70000,diesel,individual,manual,fourth & above owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,22.54,kmpl,1396.0,88.73
mahindra scorpio lx,2011,404000,122358,diesel,individual,manual,first owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,9.0,12.05,kmpl,2179.0,120.0
tata sumo gold ex bsiii,2015,500000,75000,diesel,individual,manual,first owner,14.07 kmpl,2956 CC,69.01 bhp,223Nm@ 1600-2200rpm,7.0,14.07,kmpl,2956.0,69.01
tata tiago wizz 1.05 revotorq,2017,350000,120000,diesel,individual,manual,first owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,27.28,kmpl,1047.0,69.0
tata zest revotron 1.2 xt,2015,380000,40000,petrol,individual,manual,first owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0,17.57,kmpl,1193.0,88.7
hyundai accent gle,2008,114999,95200,petrol,individual,manual,third owner,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5.0,13.2,kmpl,1495.0,94.0
honda brio exclusive edition,2014,335000,33033,petrol,dealer,manual,first owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0,19.4,kmpl,1198.0,86.8
hyundai grand i10 at asta,2015,465000,63063,petrol,dealer,automatic,first owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,18.9,kmpl,1197.0,82.0
tata manza club class quadrajet90 lx,2012,290000,60000,diesel,individual,manual,first owner,21.02 kmpl,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm,5.0,21.02,kmpl,1248.0,88.76
maruti alto lx,2005,110000,45000,petrol,individual,manual,second owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,kmpl,796.0,46.3
tata new safari dicor 2.2 ex 4x2,2011,450000,80000,diesel,individual,manual,third owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0,11.57,kmpl,2179.0,138.1
mahindra bolero sle,2009,400000,170000,diesel,individual,manual,second owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,13.6,kmpl,2523.0,63.0
